timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1554837655564,4218,CreateNote,201,,Thread Group 1-68,text,true,,383,432,1000,1000,https://csye6225-spring2019-zhangjin.me/note,4218,0,514
1554837655429,4358,Register,201,,Thread Group 1-669,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,4358,0,634
1554837654945,4841,Register,201,,Thread Group 1-612,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,4840,0,160
1554837655357,4425,Register,201,,Thread Group 1-649,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,4425,0,708
1554837655527,4254,Register,201,,Thread Group 1-690,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,4254,0,539
1554837655398,4379,Register,201,,Thread Group 1-656,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,4379,0,669
1554837655581,4196,Register,201,,Thread Group 1-691,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,4196,0,443
1554837656696,3081,Register,201,,Thread Group 1-741,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,3081,0,168
1554837656837,2940,Register,201,,Thread Group 1-752,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,2940,0,130
1554837655509,4268,Register,201,,Thread Group 1-688,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,4268,0,565
1554837654938,4838,Register,201,,Thread Group 1-605,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,4838,0,169
1554837655422,4346,Register,201,,Thread Group 1-664,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,4345,0,647
1554837655494,4273,Register,201,,Thread Group 1-680,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,4273,0,564
1554837655355,4545,Register,201,,Thread Group 1-645,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,4545,0,718
1554837655862,4157,CreateNote,201,,Thread Group 1-16,text,true,,383,432,1000,1000,https://csye6225-spring2019-zhangjin.me/note,4147,0,222
1554837655355,4670,Register,201,,Thread Group 1-647,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,4670,0,711
1554837655374,4663,Register,201,,Thread Group 1-654,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,4663,0,709
1554837649039,11004,Register,201,,Thread Group 1-261,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,11004,0,2925
1554837656751,3321,Register,201,,Thread Group 1-747,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,3321,0,164
1554837655483,5019,Register,201,,Thread Group 1-677,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5019,0,596
1554837654621,5896,Register,201,,Thread Group 1-581,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5896,0,584
1554837655429,5099,Register,201,,Thread Group 1-670,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5099,0,638
1554837655426,5114,Register,201,,Thread Group 1-667,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5114,0,648
1554837655361,5179,Register,201,,Thread Group 1-652,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5179,0,722
1554837655561,4984,CreateNote,201,,Thread Group 1-279,text,true,,383,432,1000,1000,https://csye6225-spring2019-zhangjin.me/note,4984,0,521
1554837655865,4682,CreateNote,201,,Thread Group 1-156,text,true,,383,432,1000,1000,https://csye6225-spring2019-zhangjin.me/note,4675,0,211
1554837655355,5195,Register,201,,Thread Group 1-648,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5195,0,732
1554837655472,5080,Register,201,,Thread Group 1-674,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5080,0,620
1554837655410,5142,Register,201,,Thread Group 1-660,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5142,0,683
1554837655448,5115,Register,201,,Thread Group 1-673,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5115,0,643
1554837656070,5202,Register,201,,Thread Group 1-699,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5202,0,107
1554837655355,5924,Register,201,,Thread Group 1-646,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5924,0,728
1554837655480,5806,Register,201,,Thread Group 1-678,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5806,0,609
1554837655894,5394,CreateNote,201,,Thread Group 1-21,text,true,,383,432,1000,1000,https://csye6225-spring2019-zhangjin.me/note,5387,0,199
1554837655519,5770,CreateNote,201,,Thread Group 1-80,text,true,,383,432,1000,1000,https://csye6225-spring2019-zhangjin.me/note,5770,0,569
1554837655758,5528,Register,201,,Thread Group 1-695,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5528,0,332
1554837655429,5863,Register,201,,Thread Group 1-668,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5863,0,645
1554837655355,5937,Register,201,,Thread Group 1-653,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5937,0,713
1554837655513,5780,CreateNote,201,,Thread Group 1-127,text,true,,383,432,1000,1000,https://csye6225-spring2019-zhangjin.me/note,5780,0,573
1554837655583,5713,Register,201,,Thread Group 1-693,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5713,0,494
1554837655556,5742,CreateNote,201,,Thread Group 1-177,text,true,,383,432,1000,1000,https://csye6225-spring2019-zhangjin.me/note,5742,0,523
1554837655674,5624,CreateNote,201,,Thread Group 1-176,text,true,,383,432,1000,1000,https://csye6225-spring2019-zhangjin.me/note,5624,0,399
1554837656390,4914,Register,201,,Thread Group 1-727,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,4914,0,124
1554837655425,5880,Register,201,,Thread Group 1-666,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5880,0,642
1554837655450,5857,Register,201,,Thread Group 1-672,text,true,,358,344,1000,1000,https://csye6225-spring2019-zhangjin.me/user/register,5857,0,643
1554837655531,5828,CreateNote,201,,Thread Group 1-62,text,true,,383,432,1000,1000,https://csye6225-spring2019-zhangjin.me/note,5827,0,545
